sample_id,rgb_relative_path,skeleton_path,person,action,group,camera,low_view_height_cm,low_camera_order,reference_camera,angle_definition,direct_estimated_relative_yaw_deg,estimated_relative_yaw_deg,angle_source,angle_mad_deg,median_fit_rmse_m,candidate_frame_count,usable_frame_count,stable_frame_count,confidence
A023_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A023_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A023_P056_G003_C001.csv,P056,A023,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A023_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A023_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A023_P056_G003_C003.csv,P056,A023,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,12.14,12.14,pairwise_skeleton_registration,2.59,0.0411,186,186,186,high
A023_P056_G003_C005,RGB_P051-P060/P051-P060/P056/A023_P056_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A023_P056_G003_C005.csv,P056,A023,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,26.79,26.79,pairwise_skeleton_registration,3.58,0.0501,186,186,186,high
A023_P056_G003_C007,RGB_P051-P060/P051-P060/P056/A023_P056_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A023_P056_G003_C007.csv,P056,A023,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,53.96,53.96,pairwise_skeleton_registration,2.85,0.0657,186,186,186,high
A024_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A024_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G001_C001.csv,P056,A024,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A024_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A024_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G001_C003.csv,P056,A024,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-18.04,-18.04,pairwise_skeleton_registration,3.05,0.1261,154,154,138,high
A024_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A024_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G001_C005.csv,P056,A024,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-36.22,-36.22,pairwise_skeleton_registration,8.03,0.1618,154,154,88,medium
A024_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A024_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G001_C007.csv,P056,A024,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-50.74,-50.74,pairwise_skeleton_registration,8.09,0.2206,154,154,122,medium
A024_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A024_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G002_C001.csv,P056,A024,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A024_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A024_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G002_C003.csv,P056,A024,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,3.01,3.01,pairwise_skeleton_registration,6.45,0.196,185,185,158,high
A024_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A024_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G002_C005.csv,P056,A024,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,12.27,12.27,pairwise_skeleton_registration,7.44,0.2006,185,185,150,high
A024_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A024_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A024_P056_G002_C007.csv,P056,A024,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,44.73,44.73,pairwise_skeleton_registration,7.07,0.2137,185,185,167,high
A025_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A025_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G001_C001.csv,P056,A025,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A025_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A025_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G001_C003.csv,P056,A025,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-28.13,-28.13,pairwise_skeleton_registration,5.11,0.0724,147,147,129,high
A025_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A025_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G001_C005.csv,P056,A025,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-48.53,-48.53,pairwise_skeleton_registration,4.31,0.0992,147,147,126,high
A025_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A025_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G001_C007.csv,P056,A025,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-72.92,-72.92,pairwise_skeleton_registration,5.74,0.1455,147,147,129,high
A025_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A025_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G002_C001.csv,P056,A025,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A025_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A025_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G002_C003.csv,P056,A025,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,9.56,9.56,pairwise_skeleton_registration,5.75,0.1403,151,151,149,high
A025_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A025_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G002_C005.csv,P056,A025,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,39.41,39.41,pairwise_skeleton_registration,8.24,0.1691,151,151,117,medium
A025_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A025_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A025_P056_G002_C007.csv,P056,A025,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,42.25,42.25,pairwise_skeleton_registration,4.38,0.1647,151,151,151,high
A026_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A026_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G001_C001.csv,P056,A026,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A026_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A026_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G001_C003.csv,P056,A026,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,15.04,15.04,pairwise_skeleton_registration,4.16,0.1374,181,181,177,high
A026_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A026_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G001_C005.csv,P056,A026,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-51.54,-51.54,pairwise_skeleton_registration,7.2,0.3663,181,181,129,low
A026_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A026_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G001_C007.csv,P056,A026,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-86.52,-86.52,pairwise_skeleton_registration,2.1,0.4733,181,54,54,low
A026_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A026_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G002_C001.csv,P056,A026,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A026_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A026_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G002_C003.csv,P056,A026,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,57.12,57.12,pairwise_skeleton_registration,6.67,0.2319,132,132,97,high
A026_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A026_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G002_C005.csv,P056,A026,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,52.38,52.38,pairwise_skeleton_registration,5.76,0.2191,132,132,126,high
A026_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A026_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G002_C007.csv,P056,A026,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,21.05,21.05,pairwise_skeleton_registration,5.42,0.2137,132,132,106,high
A026_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A026_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G003_C001.csv,P056,A026,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A026_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A026_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G003_C003.csv,P056,A026,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,8.0,8.0,pairwise_skeleton_registration,2.3,0.1642,207,207,207,high
A026_P056_G003_C005,RGB_P051-P060/P051-P060/P056/A026_P056_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G003_C005.csv,P056,A026,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,19.05,19.05,pairwise_skeleton_registration,2.9,0.196,207,207,207,high
A026_P056_G003_C007,RGB_P051-P060/P051-P060/P056/A026_P056_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A026_P056_G003_C007.csv,P056,A026,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,45.5,45.5,pairwise_skeleton_registration,5.25,0.1662,207,207,206,high
A027_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A027_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G001_C001.csv,P056,A027,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A027_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A027_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G001_C003.csv,P056,A027,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-12.78,-12.78,pairwise_skeleton_registration,5.81,0.1203,38,38,26,high
A027_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A027_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G001_C005.csv,P056,A027,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-16.3,-16.3,pairwise_skeleton_registration,5.75,0.1397,38,38,22,high
A027_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A027_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G001_C007.csv,P056,A027,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,162.06,162.06,pairwise_skeleton_registration,9.77,0.2202,38,38,13,medium
A027_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A027_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G002_C001.csv,P056,A027,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A027_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A027_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G002_C003.csv,P056,A027,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,8.15,8.15,pairwise_skeleton_registration,7.04,0.1986,66,66,52,high
A027_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A027_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G002_C005.csv,P056,A027,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,2.79,2.79,pairwise_skeleton_registration,7.75,0.1921,66,66,56,high
A027_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A027_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G002_C007.csv,P056,A027,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,160.74,160.74,pairwise_skeleton_registration,10.25,0.2298,66,66,25,medium
A027_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A027_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G003_C001.csv,P056,A027,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A027_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A027_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G003_C003.csv,P056,A027,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,0.33,0.33,pairwise_skeleton_registration,6.94,0.2163,60,60,55,high
A027_P056_G003_C005,RGB_P051-P060/P051-P060/P056/A027_P056_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G003_C005.csv,P056,A027,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,22.59,22.59,pairwise_skeleton_registration,3.88,0.1634,60,60,59,high
A027_P056_G003_C007,RGB_P051-P060/P051-P060/P056/A027_P056_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G003_C007.csv,P056,A027,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,44.6,44.6,pairwise_skeleton_registration,6.0,0.2802,60,60,43,medium
A027_P056_G004_C001,RGB_P051-P060/P051-P060/P056/A027_P056_G004_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G004_C001.csv,P056,A027,G004,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A027_P056_G004_C003,RGB_P051-P060/P051-P060/P056/A027_P056_G004_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G004_C003.csv,P056,A027,G004,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,15.81,15.81,pairwise_skeleton_registration,6.14,0.2066,38,38,36,high
A027_P056_G004_C005,RGB_P051-P060/P051-P060/P056/A027_P056_G004_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G004_C005.csv,P056,A027,G004,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,24.86,24.86,pairwise_skeleton_registration,8.93,0.1791,38,38,32,medium
A027_P056_G004_C007,RGB_P051-P060/P051-P060/P056/A027_P056_G004_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A027_P056_G004_C007.csv,P056,A027,G004,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,4.8,4.8,pairwise_skeleton_registration,5.5,0.2637,38,38,25,medium
A028_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A028_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G001_C001.csv,P056,A028,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A028_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A028_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G001_C003.csv,P056,A028,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-51.3,-51.3,pairwise_skeleton_registration,2.62,0.2452,189,189,189,high
A028_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A028_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G001_C005.csv,P056,A028,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-29.78,-29.78,pairwise_skeleton_registration,4.37,0.2527,189,189,166,medium
A028_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A028_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G001_C007.csv,P056,A028,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,148.47,148.47,pairwise_skeleton_registration,7.48,0.3115,189,189,169,medium
A028_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A028_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G002_C001.csv,P056,A028,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A028_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A028_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G002_C003.csv,P056,A028,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-26.3,-26.3,pairwise_skeleton_registration,3.74,0.1495,147,147,124,high
A028_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A028_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G003_C001.csv,P056,A028,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A028_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A028_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A028_P056_G003_C003.csv,P056,A028,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-26.75,-26.75,pairwise_skeleton_registration,2.36,0.1184,159,159,159,high
A029_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A029_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G001_C001.csv,P056,A029,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A029_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A029_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G001_C003.csv,P056,A029,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-0.96,-0.96,pairwise_skeleton_registration,7.77,0.1419,161,161,142,high
A029_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A029_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G001_C005.csv,P056,A029,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-39.92,-39.92,pairwise_skeleton_registration,6.1,0.1443,161,161,119,high
A029_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A029_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G001_C007.csv,P056,A029,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-60.62,-60.62,pairwise_skeleton_registration,9.89,0.1469,161,161,84,medium
A029_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A029_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G002_C001.csv,P056,A029,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A029_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A029_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G002_C003.csv,P056,A029,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,13.78,13.78,pairwise_skeleton_registration,4.46,0.0905,229,229,200,high
A029_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A029_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G002_C005.csv,P056,A029,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,25.94,25.94,pairwise_skeleton_registration,4.92,0.0973,229,229,145,high
A029_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A029_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A029_P056_G002_C007.csv,P056,A029,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,58.74,58.74,pairwise_skeleton_registration,6.95,0.1204,229,229,132,high
A030_P056_G001_C001,RGB_P051-P060/P051-P060/P056/A030_P056_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G001_C001.csv,P056,A030,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A030_P056_G001_C003,RGB_P051-P060/P051-P060/P056/A030_P056_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G001_C003.csv,P056,A030,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-5.1,-5.1,pairwise_skeleton_registration,5.29,0.1253,177,177,96,high
A030_P056_G001_C005,RGB_P051-P060/P051-P060/P056/A030_P056_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G001_C005.csv,P056,A030,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-20.58,-20.58,pairwise_skeleton_registration,11.32,0.2758,177,177,74,medium
A030_P056_G001_C007,RGB_P051-P060/P051-P060/P056/A030_P056_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G001_C007.csv,P056,A030,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,20.13,20.13,pairwise_skeleton_registration,8.65,0.2105,177,163,80,medium
A030_P056_G002_C001,RGB_P051-P060/P051-P060/P056/A030_P056_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G002_C001.csv,P056,A030,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A030_P056_G002_C003,RGB_P051-P060/P051-P060/P056/A030_P056_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G002_C003.csv,P056,A030,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,12.17,12.17,pairwise_skeleton_registration,5.11,0.1819,171,171,159,high
A030_P056_G002_C005,RGB_P051-P060/P051-P060/P056/A030_P056_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G002_C005.csv,P056,A030,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,6.51,6.51,pairwise_skeleton_registration,8.37,0.2397,171,171,115,medium
A030_P056_G002_C007,RGB_P051-P060/P051-P060/P056/A030_P056_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G002_C007.csv,P056,A030,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-24.26,-24.26,pairwise_skeleton_registration,7.88,0.2238,171,171,86,high
A030_P056_G003_C001,RGB_P051-P060/P051-P060/P056/A030_P056_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G003_C001.csv,P056,A030,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A030_P056_G003_C003,RGB_P051-P060/P051-P060/P056/A030_P056_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A030_P056_G003_C003.csv,P056,A030,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-0.71,-0.71,pairwise_skeleton_registration,4.38,0.1813,147,147,120,high
